busplaName,cntctNo,compAddr,empType,enterType,envBothHands,envEyesight,envLstnTalk,jobNm,offerregDt,regDt,regagnName,reqCareer,reqEduc,rno,rnum,salary,salaryType,termDate,envHandWork,envLiftPower,envStndWalk,reqMajor,reqLicens
범채티앤씨,1588-1519,경기도 김포시 양촌읍 황금로 117  (메카존),상용직,무관,양손작업 가능,아주 작은 글씨를 읽을 수 있음,듣고 말하기에 어려움 없음,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",20260401,20260401,한국장애인고용공단 경기북부지사,무관,무관,146,146,"10,320",시급,2026-04-01~2026-06-30,작은 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
(주)호텔신라,1588-1519,서울특별시 중구 동호로 249 (장충동2가),계약직,무관,양손작업 가능,일상적 활동 가능,간단한 듣고 말하기 가능,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",20260401,20260406,한국장애인고용공단 서울지역본부,무관,무관,147,147,"1,200,000",월급,2026-04-01~2026-06-30,정밀한 작업가능,5Kg 이내의 물건을 다룰 수 있음,일부 서서하는 작업 가능,,
(주)한창이지엠,1588-1519,충청남도 천안시 서북구 입장면 입장로 249 한창이지엠,계약직,무관,양손작업 가능,아주 작은 글씨를 읽을 수 있음,간단한 듣고 말하기 가능,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",20260331,20260331,한국장애인고용공단 충남지사,무관,무관,148,148,"11,260",시급,2026-03-31~2026-05-29,정밀한 작업가능,5Kg 이내의 물건을 다룰 수 있음,오랫동안 가능,,
천지환경（주）,1588-1519,전라남도 함평군 함평읍 함영로 1685-15 천지환경,계약직,무관,양손작업 가능,비교적 큰 인쇄물을 읽을 수 있음,듣고 말하기에 어려움 없음,재활용품 및 폐기물 처리원,20260331,20260331,한국장애인고용공단 전남지사,무관,무관,149,149,"2,400,000",월급,2026-03-31~2026-05-31,정밀한 작업가능,20Kg 이상의 물건을 다룰 수 있음,오랫동안 가능,,
현대건설(주),1588-1519,"서울특별시 종로구 율곡로 75 (계동,현대건설빌딩) 140-2",계약직,무관,,,,사무 보조원(일반사업체),20260331,20260331,한국장애인고용공단 인천지사,0년개월,무관,150,150,"10,320",시급,2026-03-31~2026-04-30,,,,,
힘찬병원,1588-1519,서울특별시 양천구 신목로 120 힘찬병원,계약직,무관,양손작업 가능,일상적 활동 가능,듣고 말하기에 어려움 없음,주방 보조원(일반 음식점),20260331,20260331,한국장애인고용공단 서울남부지사,무관,무관,151,151,"1,079,600",월급,2026-03-31~2026-04-30,작은 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
오씨아이드림 주식회사,1588-1519,서울특별시 중구 소공로 94 2층 (소공동),계약직,무관,양손작업 가능,,듣고 말하기에 어려움 없음,주방 보조원(일반 음식점),20260331,20260331,한국장애인고용공단 서울지역본부,무관,무관,152,152,"10,500",시급,2026-03-31~2026-04-30,정밀한 작업가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
명품축산물,1588-1519,충청북도 청주시 흥덕구 백봉로 254 (봉명동),상용직,무관,,,,경·소형 화물차 운전원,20260331,20260331,한국장애인고용공단 충북지사,0년0개월,무관,153,153,"2,700,000",월급,2026-03-31~2026-04-30,,,,,
(주)지강산업,1588-1519,"충청북도 제천시 명륜로 81 7층 703호(의림동, 예건빌딩)",상용직,무관,,,,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",20260331,20260421,한국장애인고용공단 충북지사,0년0개월,무관,154,154,"2,156,880",월급,2026-03-31~2026-05-29,,,,,
이지마디척척의원,1588-1519,경기도 수원시 장안구 창룡대로 175 (연무동) 와이엠메디컬스퀘어,계약직,무관,,,,병원행정 사무원(원무),20260331,20260331,한국장애인고용공단 경기지역본부,0년0개월,무관,155,155,"10,320",시급,2026-03-31~2026-04-30,,,,,
주식회사 위드림（We-Dream）,1588-1519,"경기도 오산시 궐리사로 8  (궐동, 센트하임)",계약직,무관,양손작업 가능,비교적 큰 인쇄물을 읽을 수 있음,듣고 말하기에 어려움 없음,주입·포장·상표부착기 등 기타 기계 조작원,20260331,20260331,한국장애인고용공단 경기지역본부,무관,무관,156,156,"2,157,000",월급,2026-03-31~2026-04-30,작은 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
엠에이티플러스(주),1588-1519,경기도 안성시 공도읍 만수동길 31-22 .,계약직,무관,,,,기타 서비스 단순종사원(사우나·찜질방 등),20260331,20260331,한국장애인고용공단 경기지역본부,무관,무관,157,157,"1,078,440",월급,2026-03-31~2026-04-29,,,,,
울산광역시립노인병원,1588-1519,울산광역시 울주군 온양읍 덕남로 243 울산광역시시립노인병원,상용직,신입,,,,단체급식 배식원,20260330,20260330,한국장애인고용공단 울산지사,무관,무관,158,158,"10,320",시급,2026-03-30~2026-06-29,,,,,
롯데시네마 서수원,1588-1519,경기도 수원시 권선구 금곡로 219 (금곡동),계약직,무관,,,,검표원,20260330,20260330,한국장애인고용공단 경기지역본부,0년0개월,무관,159,159,"10,320",시급,2026-03-30~2026-04-30,,,,,
제석근로사업장,1588-1519,광주광역시 남구 송암로24번나길 30 (송하동),상용직,무관,양손작업 가능,일상적 활동 가능,듣고 말하기에 어려움 없음,김치제조 보조원,20260330,20260330,한국장애인고용공단 광주지역본부,0년개월,무관,160,160,"10,320",시급,2026-03-30~2026-04-29,큰 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
광주카리타스근로시설,1588-1519,광주광역시 광산구 지로길 7 지죽동,상용직,무관,,,,목재 가공기계 조작원,20260330,20260330,한국장애인고용공단 광주지역본부,무관,무관,161,161,"10,320",시급,2026-03-30~2026-04-29,,,,,
(주)에이지광학,1588-1519,충청남도 천안시 서북구 성환읍 왕림길 198-7 에이지광학,상용직,무관,,,,기계 부품 조립원,20260327,20260327,한국장애인고용공단 충남지사,무관,무관,162,162,"2,156,880",월급,2026-03-27~2026-04-30,,,,,
주식회사 해든,1588-1519,충청북도 청주시 청원구 오창읍 양청송대길 74 1층,상용직,무관,양손작업 가능,비교적 큰 인쇄물을 읽을 수 있음,간단한 듣고 말하기 가능,주입·포장·상표부착기 등 기타 기계 조작원,20260327,20260327,한국장애인고용공단 충북지사,0년개월,무관,163,163,"10,320",시급,2026-03-27~2026-04-30,작은 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
(주)삼오산업,1588-1519,전라남도 목포시 둔재머리길 41 (연산동) 삼오산업,상용직,무관,양손작업 가능,일상적 활동 가능,간단한 듣고 말하기 가능,세탁원 및 다림질원,20260327,20260330,한국장애인고용공단 전남지사,0년개월,무관,164,164,"10,320",시급,2026-03-27~2026-04-24,큰 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
(주)에이지광학,1588-1519,충청남도 천안시 서북구 성환읍 왕림길 198-7 에이지광학,상용직,무관,,,,총무 및 일반 사무원,20260327,20260327,한국장애인고용공단 충남지사,무관,고졸,165,165,"2,156,880",월급,2026-03-27~2026-04-30,,,,,
주식회사 케이엔제이,1588-1519,충청남도 아산시 음봉면 스마트산단1로 22 ,계약직,경력,양손작업 가능,아주 작은 글씨를 읽을 수 있음,듣고 말하기에 어려움 없음,바리스타 및 티마스터 보조원,20260326,20260326,한국장애인고용공단 충남지사,2년0개월,무관,166,166,"10,320",시급,2026-03-26~2026-04-30,작은 물품 조립가능,5Kg 이내의 물건을 다룰 수 있음,오랫동안 가능,응용 소프트웨어 공학,
사단법인 햇살,1588-1519,충청남도 천안시 동남구 성남면 석곡3길 60 .,상용직,무관,,,,기타 전자 부품·제품 조립·검사원,20260326,20260326,한국장애인고용공단 충남지사,0년개월,무관,167,167,"10,320",시급,2026-03-26~2026-04-30,,,,,
삼양냉동주식회사,1588-1519,세종특별자치시  연서면 공단로 157 연서면 공단로 157,상용직,무관,양손작업 가능,일상적 활동 가능,간단한 듣고 말하기 가능,식품 분야 단순 종사원,20260326,20260326,한국장애인고용공단 대전지역본부,무관,무관,168,168,"10,714",시급,2026-03-26~2026-04-30,작은 물품 조립가능,5Kg 이내의 물건을 다룰 수 있음,오랫동안 가능,,
쿠팡로지스틱스서비스유한회사,1588-1519,서울특별시 강남구 광평로 280 (수서동),계약직,무관,,일상적 활동 가능,듣고 말하기에 어려움 없음,사무 보조원(일반사업체),20260326,20260326,한국장애인고용공단 경기동부지사,0년개월,무관,169,169,"2,230,000",월급,2026-03-26~2026-04-30,,,,,
(주)지아이에스,1588-1519,경기도 안양시 동안구 부림로 146 8층 (관양동),계약직,무관,양손작업 가능,일상적 활동 가능,듣고 말하기에 어려움 없음,사무 보조원(일반사업체),20260326,20260326,한국장애인고용공단 경기서부지사,무관,무관,170,170,"25,155,240",연봉,2026-03-26~2026-04-30,큰 물품 조립가능,5Kg 이내의 물건을 다룰 수 있음,서거나 걷는 일 어려움,경영학,
(주)이퓨인터내셔널,1588-1519,서울특별시 광진구 능동로3라길 13 3층,상용직,경력,양손작업 가능,일상적 활동 가능,듣고 말하기에 어려움 없음,,20260325,20260406,한국장애인고용공단 서울지역본부,3년0개월,무관,171,171,"2,300,000",월급,2026-03-25~2026-04-30,작은 물품 조립가능,5Kg 이내의 물건을 다룰 수 있음,오랫동안 가능,패션디자인,
(주)헬퍼스하이(HelpersHigh),1588-1519,경기도 군포시 흥안대로27번길 28-10 금정스카이 (금정동),계약직,무관,양손작업 가능,일상적 활동 가능,듣고 말하기에 어려움 없음,콜센터 상담원(콜센터·고객센터·CS센터),20260325,20260325,한국장애인고용공단 경기서부지사,무관,무관,172,172,"2,200,000",월급,2026-03-25~2026-04-30,,,,,
서울구로고등학교,1588-1519,서울특별시 구로구 가마산로27길 45 (구로동),계약직,무관,,,,"공공장소 환경미화원 (공원, 휴양림 등)",20260325,20260325,한국장애인고용공단 서울남부지사,0년개월,무관,173,173,"12,570",시급,2026-03-25~2026-05-31,,,,,
대구소방안전본부,1588-1519,대구광역시 북구 칠성남로 112 (칠성동2가),상용직,무관,양손작업 가능,일상적 활동 가능,간단한 듣고 말하기 가능,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",20260325,20260325,한국장애인고용공단 대구지역본부,0년개월,무관,174,174,"10,320",시급,2026-03-25~2026-04-24,작은 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
(주)전주방송,1588-1519,전라북도 전주시 덕진구 정여립로 1083 (만성동),계약직,무관,,,,기타 시각 디자이너,20260325,20260325,한국장애인고용공단 전북지사,0년0개월,대졸,175,175,"30,000,000",연봉,2026-03-25~2026-04-30,,,,,
주식회사 에스씨텍(청주지점),1588-1519,충청북도 청주시 상당구 낭성면 단재로 1994 (주)에스씨텍(청주지점),계약직,무관,,,,기계 부품 조립원,20260325,20260326,한국장애인고용공단 충북지사,0년개월,무관,176,176,"10,320",시급,2026-03-25~2026-04-30,,,,,
열린정형외과의원,1588-1519,충청남도 천안시 서북구 성환읍 성환2로 95 열린정형외과,계약직,무관,,,,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",20260325,20260325,한국장애인고용공단 충남지사,0년0개월,무관,177,177,"10,320",시급,2026-03-25~2026-04-30,,,,,
(주)그린앤크린,1588-1519,"경기도 용인시 수지구 용구대로2771번길 66 (죽전동, 용인수지벽산타운2단지)상가동 208",계약직,무관,양손작업 가능,일상적 활동 가능,간단한 듣고 말하기 가능,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",20260325,20260325,한국장애인고용공단 경기동부지사,무관,무관,178,178,"1,615,080",월급,2026-03-25~2026-04-30,큰 물품 조립가능,5Kg 이내의 물건을 다룰 수 있음,오랫동안 가능,,
(주)농협유통,1588-1519,서울특별시 서초구 청계산로 10 10 (양재동),계약직,무관,,,,매장 정리원(매장 보조원),20260324,20260324,한국장애인고용공단 서울동부지사,무관,무관,179,179,"10,320",시급,2026-03-24~2026-04-30,,,,,
현대지비에프엠에스(주) (HYUNDAI GBFMS),1588-1519,"서울특별시 종로구 율곡로 194 서관 5층 (연지동, 현대그룹빌딩)",계약직,무관,한손보조작업 가능,비교적 큰 인쇄물을 읽을 수 있음,간단한 듣고 말하기 가능,"기타 건물 관리원(공원, 종교시설 등)",20260324,20260324,한국장애인고용공단 충남지사,무관,무관,180,180,"3,000,000",월급,2026-03-24~2026-05-29,작은 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,일부 서서하는 작업 가능,,
서울상현초등학교,1588-1519,서울특별시 동작구 상도로58길 21 (상도동),계약직,무관,,,,"공공장소 환경미화원 (공원, 휴양림 등)",20260324,20260324,한국장애인고용공단 서울남부지사,0년개월,무관,181,181,"12,570",시급,2026-03-24~2026-05-30,,,,,
세준푸드농업회사법인주식회사,1588-1519,경기도 광주시 곤지암읍 가마을길 63 .,상용직,무관,양손작업 가능,비교적 큰 인쇄물을 읽을 수 있음,간단한 듣고 말하기 가능,음료 제조 관련 기계 조작원,20260324,20260324,한국장애인고용공단 경기동부지사,무관,무관,182,182,"10,320",시급,2026-03-24~2026-06-23,큰 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
세준푸드농업회사법인주식회사,1588-1519,경기도 광주시 곤지암읍 가마을길 63 .,상용직,무관,양손작업 가능,비교적 큰 인쇄물을 읽을 수 있음,간단한 듣고 말하기 가능,온라인마케팅 전문가,20260324,20260324,한국장애인고용공단 경기동부지사,무관,무관,183,183,"10,320",시급,2026-03-24~2026-06-23,큰 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
중소벤처기업진흥공단,1588-1519,경상남도 진주시 동진로 430 중소기업진흥공단 (충무공동),계약직,무관,한손보조작업 가능,일상적 활동 가능,간단한 듣고 말하기 가능,행정지원사무원,20260324,20260324,한국장애인고용공단 광주지역본부,무관,무관,184,184,"1,620,000",월급,2026-03-24~2026-05-22,작은 물품 조립가능,5Kg 이내의 물건을 다룰 수 있음,서거나 걷는 일 어려움,,
해오름 주식회사,1588-1519,충청남도 천안시 동남구 수신면 백자3길 200 해오름 주식회사,상용직,무관,,,간단한 듣고 말하기 가능,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",20260323,20260323,한국장애인고용공단 충남지사,무관,무관,185,185,"10,320",시급,2026-03-23~2026-04-30,,5~20Kg의 물건을 다룰 수 있음,서거나 걷는 일 어려움,,
해드림산업 주식회사,1588-1519,인천광역시 서구 독정로 111  (당하동),시간제,무관,양손작업 가능,일상적 활동 가능,간단한 듣고 말하기 가능,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",20260323,20260323,한국장애인고용공단 인천지사,무관,무관,186,186,"10,320",시급,2026-03-23~2026-04-24,큰 물품 조립가능,5Kg 이내의 물건을 다룰 수 있음,일부 서서하는 작업 가능,,
엘엔에스,1588-1519,충청남도 아산시 음봉면 연암산로 62 연암산로62,상용직,무관,양손작업 가능,일상적 활동 가능,듣고 말하기에 어려움 없음,자동차 부품 조립원(검사원 포함),20260323,20260323,한국장애인고용공단 충남지사,무관,무관,187,187,"10,320",시급,2026-03-23~2026-04-23,작은 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
커피랜드,1588-1519,인천광역시 부평구 마장로426번길 26 1층 (청천동),계약직,무관,,,,기타 전자 부품·제품 조립·검사원,20260323,20260323,한국장애인고용공단 인천지사,무관,무관,188,188,"1,080,000",월급,2026-03-23~2026-05-28,,,,,
더오포,1588-1519,경기도 성남시 분당구 방아로16번길 11 (이매동)3층,상용직,무관,,비교적 큰 인쇄물을 읽을 수 있음,,통근차량 운전원,20260323,20260323,한국장애인고용공단 경기동부지사,0년0개월,무관,189,189,"2,600,000",월급,2026-03-23~2026-05-29,,5~20Kg의 물건을 다룰 수 있음,,,
(주)크린웨이브,1588-1519,대전광역시 대덕구 산업단지로87번길 109 (신일동),상용직,무관,양손작업 가능,일상적 활동 가능,간단한 듣고 말하기 가능,대여 생활용품 세척원(다회용기 세척원),20260323,20260323,한국장애인고용공단 대전지역본부,0년개월,무관,190,190,"10,320",시급,2026-03-23~2026-05-01,큰 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,일부 서서하는 작업 가능,,
(주)반도건설,1588-1519,"서울특별시 강남구 테헤란로7길 12 (주)반도건설 (역삼동, 허바허바빌딩)",계약직,무관,양손작업 가능,일상적 활동 가능,듣고 말하는 작업 어려움,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",20260320,20260320,한국장애인고용공단 경기북부지사,무관,무관,191,191,"1,100,000",월급,2026-03-20~2026-04-30,,5Kg 이내의 물건을 다룰 수 있음,일부 서서하는 작업 가능,,
(주)반도건설,1588-1519,"서울특별시 강남구 테헤란로7길 12 (주)반도건설 (역삼동, 허바허바빌딩)",계약직,무관,양손작업 가능,일상적 활동 가능,간단한 듣고 말하기 가능,사무 보조원(일반사업체),20260320,20260320,한국장애인고용공단 경기북부지사,무관,무관,192,192,"1,100,000",월급,2026-03-20~2026-04-30,,,서거나 걷는 일 어려움,,
(주)에스엠세이프,1588-1519,서울특별시 금천구 디지털로9길 41 (가산동) 801호,상용직,무관,양손작업 가능,비교적 큰 인쇄물을 읽을 수 있음,듣고 말하기에 어려움 없음,산업현장 안전감시원,20260320,20260410,한국장애인고용공단 충북지사,0년개월,무관,193,193,"14,500",시급,2026-03-20~2026-06-19,작은 물품 조립가능,5Kg 이내의 물건을 다룰 수 있음,오랫동안 가능,,
인크루트 주식회사,1588-1519,서울특별시 중구 중림로 49 3~5층 인크루트 주식회사 (중림동),계약직,무관,,일상적 활동 가능,듣고 말하기에 어려움 없음,사무 보조원(일반사업체),20260320,20260320,한국장애인고용공단 서울지역본부,무관,무관,194,194,"10,320",시급,2026-03-20~2026-04-30,,,서거나 걷는 일 어려움,,
(주) 케이티아이에스 (ktis Corporation),1588-1519,서울특별시 영등포구 여의대로 14 (여의도동) 10층,계약직,무관,양손작업 가능,일상적 활동 가능,간단한 듣고 말하기 가능,마케팅홍보 사무보조원,20260320,20260320,한국장애인고용공단 경기동부지사,무관,무관,195,195,"1,200,000",월급,2026-03-20~2026-06-19,큰 물품 조립가능,5Kg 이내의 물건을 다룰 수 있음,일부 서서하는 작업 가능,,
더불어삶,1588-1519,전북특별자치도 전주시 덕진구 서당길 37 더불어삶 (용정동),상용직,무관,,,,종이제품 생산기 조작원,20260319,20260319,한국장애인고용공단 전북지사,무관,무관,196,196,"10,320",시급,2026-03-19~2026-04-30,,,,,
(주)반도건설,1588-1519,"서울특별시 강남구 테헤란로7길 12 (주)반도건설 (역삼동, 허바허바빌딩)",계약직,무관,양손작업 가능,일상적 활동 가능,듣고 말하는 작업 어려움,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",20260319,20260319,한국장애인고용공단 경기북부지사,무관,무관,197,197,"1,100,000",월급,2026-03-19~2026-04-30,,5Kg 이내의 물건을 다룰 수 있음,일부 서서하는 작업 가능,,
(주)반도건설,1588-1519,"서울특별시 강남구 테헤란로7길 12 (주)반도건설 (역삼동, 허바허바빌딩)",계약직,무관,양손작업 가능,일상적 활동 가능,간단한 듣고 말하기 가능,사무 보조원(일반사업체),20260319,20260319,한국장애인고용공단 경기북부지사,무관,무관,198,198,"1,100,000",월급,2026-03-19~2026-04-30,,,서거나 걷는 일 어려움,,
부산광역시서부교육청,1588-1519,부산광역시 서구 대영로 30 (서대신동1가),시간제,무관,,,,"공공장소 환경미화원 (공원, 휴양림 등)",20260319,20260319,한국장애인고용공단 부산지역본부,무관,무관,199,199,"10,320",시급,2026-03-19~2026-04-30,,,,,
(주)싸이버로지텍,1588-1519,서울특별시 마포구 월드컵북로 396 (상암동),계약직,무관,양손작업 가능,일상적 활동 가능,듣고 말하기에 어려움 없음,사무 보조원(일반사업체),20260319,20260319,한국장애인고용공단 서울지역본부,0년개월,초대졸,200,200,"2,500,000",월급,2026-03-19~2026-04-30,,5Kg 이내의 물건을 다룰 수 있음,일부 서서하는 작업 가능,,
주식회사 오리박,1588-1519,경기도 광주시 초월읍 산수로 45-10 오리박,계약직,무관,,,,"제품 포장원(섬유, 전기전자, 식품 제외)",20260318,20260318,한국장애인고용공단 경기동부지사,0년0개월,고졸,201,201,"2,156,880",월급,2026-03-18~2026-06-17,,,,,
(주)에이텍,1588-1519,"대전광역시 대덕구 대화로52번안길 35 (대화동), (주) 에이텍",상용직,무관,양손작업 가능,아주 작은 글씨를 읽을 수 있음,듣고 말하기에 어려움 없음,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",20260318,20260318,한국장애인고용공단 대전지역본부,무관,고졸,202,202,"10,320",시급,2026-03-18~2026-04-24,정밀한 작업가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
에이치엘홀딩스 주식회사,1588-1519,경기도 용인시 기흥구 기흥단지로 46 HL인재개발원 (고매동),계약직,무관,,,,창고 관리원,20260318,20260318,한국장애인고용공단 경기동부지사,무관,고졸,203,203,"35,000,000",연봉,2026-03-18~2026-06-17,,,,,
사단법인 동행하는사람들 기전사업단,1588-1519,전북특별자치도 전주시 덕진구 팔복로 253  (여의동),계약직,신입,,,,전기 부품·제품 조립·검사원,20260317,20260317,한국장애인고용공단 전북지사,무관,무관,204,204,"1,086,600",월급,2026-03-17~2026-04-30,,,,,
주식회사화왕산업,1588-1519,울산광역시 남구 처용로 800  (황성동),상용직,무관,,,,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",20260317,20260317,한국장애인고용공단 울산지사,무관,무관,205,205,"10,360",시급,2026-03-17~2026-05-31,,,,,
클로봇,1588-1519,경기도 성남시 분당구 성남대로925번길 16 (야탑동) 7층 701호,계약직,무관,,일상적 활동 가능,간단한 듣고 말하기 가능,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",20260317,20260317,한국장애인고용공단 경기동부지사,무관,무관,206,206,"12,000",시급,2026-03-17~2026-06-16,,,일부 서서하는 작업 가능,,
(주)에스디에이,1588-1519,경기도 안양시 동안구 시민대로109번길 15 SDA빌딩 (호계동),상용직,무관,,,,웹 개발자(웹 엔지니어·웹 프로그래머),20260317,20260317,한국장애인고용공단 경기서부지사,무관,대졸,207,207,"30,000,000",연봉,2026-03-17~2026-05-15,,,,,
주식회사 카카오엔터테인먼트,1588-1519,경기도 성남시 분당구 판교역로 221 (삼평동) 투썬월드빌딩 6층,계약직,무관,,,간단한 듣고 말하기 가능,네일 관리사(손톱 관리사),20260317,20260317,한국장애인고용공단 경기동부지사,0년개월,무관,208,208,"27,100,000",연봉,2026-03-17~2026-06-05,,,,,
(주)삼신,1588-1519,경기도 화성시 정남면 만년로98번길 47 2층,상용직,무관,,,,장례 상담원 및 장례 지도사,20260316,20260323,한국장애인고용공단 경기지역본부,무관,무관,209,209,"10,320",시급,2026-03-16~2026-05-31,,,,,
(주)현대그린푸드,1588-1519,경기도 용인시 수지구 문인로 30 5층 현대그린푸드 (동천동),상용직,무관,양손작업 가능,일상적 활동 가능,간단한 듣고 말하기 가능,주방 보조원(일반 음식점),20260316,20260316,한국장애인고용공단 전남지사,무관,무관,210,210,"1,083,600",월급,2026-03-16~2026-05-29,,5Kg 이내의 물건을 다룰 수 있음,일부 서서하는 작업 가능,,
연세대학교 미래의료산학협력단,1588-1519,강원특별자치도 원주시 천사로 190 (일산동),상용직,무관,양손작업 가능,일상적 활동 가능,듣고 말하기에 어려움 없음,사무 보조원(공공기관),20260316,20260316,한국장애인고용공단 강원지사,0년0개월,무관,211,211,"10,320",시급,2026-03-16~2026-05-15,,5Kg 이내의 물건을 다룰 수 있음,서거나 걷는 일 어려움,,
한무쇼핑(주) 현대프리미엄아울렛 SPACE1,1588-1519,경기도 남양주시 다산순환로 50 (다산동),상용직,무관,양손작업 가능,일상적 활동 가능,듣고 말하기에 어려움 없음,사무 보조원(일반사업체),20260316,20260316,한국장애인고용공단 경기북부지사,0년개월,무관,212,212,"2,650,000",월급,2026-03-16~2026-06-15,,5Kg 이내의 물건을 다룰 수 있음,일부 서서하는 작업 가능,,
주식회사 푸르온,1588-1519,충청남도 천안시 동남구 풍세면 풍세산단로 57 ,상용직,무관,,,,생산관리 사무원(그 외 분야),20260316,20260316,한국장애인고용공단 충남지사,무관,무관,213,213,"10,940",시급,2026-03-16~2026-05-15,,,,,
글로벌리드,1588-1519,충청남도 당진시 석문면 산단7로 201 208호 ,상용직,무관,,,,생산관리 사무원(그 외 분야),20260316,20260316,한국장애인고용공단 충남지사,0년0개월,무관,214,214,"4,000,000",월급,2026-03-16~2026-05-15,,,,,
이루리 터,1588-1519,부산광역시 사하구 원양로 378-5 (감천동),상용직,무관,,,,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",20260313,20260313,한국장애인고용공단 부산지역본부,0년0개월,무관,215,215,"10,320",시급,2026-03-13~2026-04-30,,,,,
의료법인양지의료재단,1588-1519,경상북도 경산시 경산로 174  (옥산동),계약직,무관,,일상적 활동 가능,간단한 듣고 말하기 가능,사무 보조원(일반사업체),20260312,20260312,한국장애인고용공단 대구지역본부,무관,무관,216,216,"10,320",시급,2026-03-12~2026-06-11,,5Kg 이내의 물건을 다룰 수 있음,오랫동안 가능,,
쿠팡풀필먼트서비스 유한회사(Coupang Fulfillment Services Ltd,1588-1519,서울특별시 송파구 법원로11길 12 8층 (문정동),계약직,무관,,,,인사 사무원,20260311,20260311,한국장애인고용공단 인천지사,무관,무관,217,217,"1,120,000",월급,2026-03-11~2026-05-31,,,,,
