busplaName,cntctNo,compAddr,empType,enterType,envBothHands,envEyesight,envLstnTalk,jobNm,offerregDt,regDt,regagnName,reqCareer,reqEduc,rno,rnum,salary,salaryType,termDate,envHandWork,envLiftPower,envStndWalk,reqMajor,reqLicens
(주)아람인테크,1588-1519,광주광역시 광산구 장신로 52 BYC 수완비스타 오피스텔 208호(장덕동),상용직,경력,양손작업 가능,아주 작은 글씨를 읽을 수 있음,듣고 말하기에 어려움 없음,사무 보조원(일반사업체),20260311,20260311,한국장애인고용공단 광주지역본부,1년0개월,무관,218,218,"10,320",시급,2026-03-11~2026-05-15,작은 물품 조립가능,5Kg 이내의 물건을 다룰 수 있음,일부 서서하는 작업 가능,,
(주)티앤엘 안성공장,1588-1519,경기도 안성시 원곡면 원암로 70-17 (주)티앤엘 안성공장,상용직,무관,양손작업 가능,아주 작은 글씨를 읽을 수 있음,간단한 듣고 말하기 가능,전기·전자 제품 및 부품 포장원,20260311,20260311,한국장애인고용공단 경기지역본부,무관,무관,219,219,"10,320",시급,2026-03-11~2026-06-10,작은 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,일부 서서하는 작업 가능,,
(주)에스씨케이컴퍼니,1588-1519,서울특별시 중구 퇴계로 100 (회현동2가),계약직,무관,양손작업 가능,아주 작은 글씨를 읽을 수 있음,,바리스타,20260311,20260311,한국장애인고용공단 서울동부지사,무관,무관,220,220,"11,250",시급,2026-03-11~2026-04-30,작은 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
참조은병원,1588-1519,경기도 광주시 광주대로 45 참조은병원,계약직,무관,,일상적 활동 가능,간단한 듣고 말하기 가능,사무 보조원(일반사업체),20260311,20260311,한국장애인고용공단 경기동부지사,무관,무관,221,221,"2,025,000",월급,2026-03-11~2026-06-10,,5Kg 이내의 물건을 다룰 수 있음,,,
에스케이오앤에스 주식회사,1588-1519,"서울특별시 영등포구 선유로49길 23  (양평동4가, 선유도역2차 아이에스비즈타워)",계약직,무관,,일상적 활동 가능,듣고 말하기에 어려움 없음,전기·전자 장비 제도사(캐드원),20260310,20260310,한국장애인고용공단 광주지역본부,무관,고졸,222,222,"2,430,000",월급,2026-03-10~2026-06-09,,,서거나 걷는 일 어려움,,
주식회사 비엠에프,1588-1519,대전광역시 유성구 계룡로 15-3 (구암동) 3층,상용직,무관,양손작업 가능,비교적 큰 인쇄물을 읽을 수 있음,간단한 듣고 말하기 가능,육류 및 수산물 포장원,20260310,20260310,한국장애인고용공단 대전지역본부,0년0개월,무관,223,223,"10,320",시급,2026-03-10~2026-04-30,큰 물품 조립가능,5Kg 이내의 물건을 다룰 수 있음,오랫동안 가능,,
고척중학교,1588-1519,서울특별시 구로구 중앙로3길 20 고척중학교 (고척동),계약직,무관,,,,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),20260310,20260310,한국장애인고용공단 서울남부지사,무관,무관,224,224,"12,570",시급,2026-03-10~2026-06-03,,,,,
주식회사 쌍곰,1588-1519,경기도 광주시 광남안로 61 (태전동),계약직,신입,양손작업 가능,일상적 활동 가능,간단한 듣고 말하기 가능,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",20260309,20260309,한국장애인고용공단 경기동부지사,무관,고졸,225,225,"12,000",시급,2026-03-09~2026-06-08,작은 물품 조립가능,5Kg 이내의 물건을 다룰 수 있음,일부 서서하는 작업 가능,,
한림대학교춘천성심병원,1588-1519,강원도 춘천시 삭주로 77 (교동),계약직,무관,양손작업 가능,아주 작은 글씨를 읽을 수 있음,듣고 말하기에 어려움 없음,사무 보조원(일반사업체),20260309,20260309,한국장애인고용공단 강원지사,0년개월,무관,226,226,"1,127,000",월급,2026-03-09~2026-06-08,작은 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,일부 서서하는 작업 가능,,
에스엘로지스틱스,1588-1519,인천광역시 연수구 인천타워대로 323 (송도동)오피스비동 1703호,상용직,무관,양손작업 가능,아주 작은 글씨를 읽을 수 있음,간단한 듣고 말하기 가능,쇼핑몰 택배 분류원,20260309,20260309,한국장애인고용공단 인천지사,0년개월,무관,227,227,"10,320",시급,2026-03-09~2026-05-31,큰 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
한화생명금융서비스(주),1588-1519,서울특별시 영등포구 63로 50 25층 (여의도동),계약직,무관,양손작업 가능,,,네일 관리사(손톱 관리사),20260309,20260309,한국장애인고용공단 경기북부지사,무관,무관,228,228,"24,610,000",연봉,2026-03-09~2026-06-08,정밀한 작업가능,,,,
주식회사링키지랩,1588-1519,"서울특별시 성동구 성수일로6길 33  (성수동2가, 아연디지털타워)",상용직,무관,양손작업 가능,일상적 활동 가능,간단한 듣고 말하기 가능,바리스타,20260309,20260309,한국장애인고용공단 경기동부지사,무관,무관,229,229,"1,230,000",월급,2026-03-09~2026-05-08,정밀한 작업가능,5Kg 이내의 물건을 다룰 수 있음,오랫동안 가능,,
쿠팡풀필먼트서비스 유한회사(Coupang Fulfillment Services Ltd,1588-1519,서울특별시 송파구 법원로11길 12 8층 (문정동),계약직,무관,양손작업 가능,아주 작은 글씨를 읽을 수 있음,듣고 말하기에 어려움 없음,사무 보조원(일반사업체),20260306,20260306,한국장애인고용공단 충남지사,무관,무관,230,230,"1,120,000",월급,2026-03-06~2026-06-05,작은 물품 조립가능,20Kg 이상의 물건을 다룰 수 있음,오랫동안 가능,,
주식회사 테이칼튼,1588-1519,경기도 양주시 천보산로 152 (회암동),계약직,무관,양손작업 가능,아주 작은 글씨를 읽을 수 있음,간단한 듣고 말하기 가능,사무 보조원(일반사업체),20260306,20260306,한국장애인고용공단 경기북부지사,0년0개월,무관,231,231,"10,320",시급,2026-03-06~2026-05-02,정밀한 작업가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
대화교통(주),1588-1519,경상북도 경산시 자인면 공단로 109 대화교통(주),상용직,경력,양손작업 가능,일상적 활동 가능,듣고 말하기에 어려움 없음,자동차 경정비원,20260306,20260306,한국장애인고용공단 대구지역본부,1년0개월,무관,232,232,"10,320",시급,2026-03-06~2026-06-05,작은 물품 조립가능,20Kg 이상의 물건을 다룰 수 있음,오랫동안 가능,,
(주)신성엔지니어링,1588-1519,경기도 성남시 분당구 대왕판교로395번길 8 (백현동),상용직,무관,양손작업 가능,일상적 활동 가능,간단한 듣고 말하기 가능,기타 기계 조립·검사원,20260306,20260306,한국장애인고용공단 충남지사,0년개월,고졸,233,233,"2,500,000",월급,2026-03-06~2026-04-30,정밀한 작업가능,5Kg 이내의 물건을 다룰 수 있음,오랫동안 가능,,
쿠팡풀필먼트서비스 유한회사(Coupang Fulfillment Services Ltd,1588-1519,서울특별시 송파구 법원로11길 12 8층 (문정동),계약직,무관,한손보조작업 가능,아주 작은 글씨를 읽을 수 있음,듣고 말하기에 어려움 없음,사무 보조원(일반사업체),20260306,20260306,한국장애인고용공단 경남동부지사,무관,무관,234,234,"1,128,750",월급,2026-03-06~2026-05-29,정밀한 작업가능,5Kg 이내의 물건을 다룰 수 있음,일부 서서하는 작업 가능,,
주식회사 테이칼튼,1588-1519,경기도 양주시 천보산로 152 (회암동),계약직,무관,양손작업 가능,아주 작은 글씨를 읽을 수 있음,간단한 듣고 말하기 가능,마스크 제조원,20260306,20260306,한국장애인고용공단 경기북부지사,0년0개월,무관,235,235,"10,320",시급,2026-03-06~2026-05-01,정밀한 작업가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
글로벌사이버대학교,1588-1519,충청남도 천안시 동남구 목천읍 교천지산길 284-88 글로벌사이버대학교,계약직,무관,,일상적 활동 가능,듣고 말하기에 어려움 없음,사무 보조원(일반사업체),20260305,20260305,한국장애인고용공단 충남지사,0년개월,무관,236,236,"10,320",시급,2026-03-05~2026-05-31,,,,,
수안지압원,1588-1519,"울산광역시 동구 진성1길 47 102동 207(전하동, 한라한빛타운상가)",시간제,무관,,,,주방 보조원(일반 음식점),20260305,20260305,한국장애인고용공단 울산지사,0년개월,무관,237,237,"10,320",시급,2026-03-05~2026-05-29,,,,,
(주)온새미,1588-1519,경기도 남양주시 오남읍 양지로138번길 15 ㈜온새미,상용직,무관,,,,설거지원,20260305,20260305,한국장애인고용공단 경기북부지사,0년0개월,무관,238,238,"10,320",시급,2026-03-05~2026-06-04,,,,,
사단법인국민장애인복지협의회온누리,1588-1519,"경기도 수원시 영통구 삼성로 274 팩토리월드 상가동 305호,306호 (원천동)",상용직,무관,,일상적 활동 가능,듣고 말하기에 어려움 없음,사무 보조원(일반사업체),20260305,20260305,한국장애인고용공단 경기지역본부,무관,무관,239,239,"10,320",시급,2026-03-05~2026-05-08,,5Kg 이내의 물건을 다룰 수 있음,서거나 걷는 일 어려움,,
한솔에코패키징 주식회사 우천지점,1588-1519,강원특별자치도 횡성군 우천면 경강로 2845 우천지점,상용직,무관,양손작업 가능,일상적 활동 가능,간단한 듣고 말하기 가능,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",20260304,20260304,한국장애인고용공단 강원지사,무관,무관,240,240,"10,320",일급,2026-03-04~2026-06-03,큰 물품 조립가능,5Kg 이내의 물건을 다룰 수 있음,오랫동안 가능,,
주식회사 위버스컴퍼니,1588-1519,"경기도 성남시 분당구 분당내곡로 131 (백현동) 판교테크윈 타워1, 6층",계약직,신입,한손작업 가능,아주 작은 글씨를 읽을 수 있음,듣고 말하기에 어려움 없음,기타 컴퓨터 시스템 및 소프트웨어 전문가(IT 테스터 및 IT QA 전문가 등),20260304,20260304,한국장애인고용공단 경기동부지사,0년개월,무관,241,241,"10,320",시급,2026-03-04~2026-05-01,작은 물품 조립가능,5Kg 이내의 물건을 다룰 수 있음,서거나 걷는 일 어려움,,
쿠팡로지스틱스서비스유한회사,1588-1519,서울특별시 강남구 광평로 280 (수서동),상용직,무관,,일상적 활동 가능,듣고 말하기에 어려움 없음,모니터 요원,20260303,20260305,한국장애인고용공단 충북지사,0년개월,고졸,242,242,"2,230,000",월급,2026-03-03~2026-05-31,,,,,
인천공항운영서비스주식회사,1588-1519,"인천광역시 중구 공항로424번길 84 인천공항운영서비스 (운서동, 인하국제의료센터)",상용직,무관,,,,경영 기획 사무원,20260303,20260303,한국장애인고용공단 인천지사,무관,무관,243,243,"39,000,000",연봉,2026-03-03~2026-05-31,,,,,
(주)수산세보틱스,1588-1519,충청남도 아산시 음봉면 월암로 365 수산세보틱스,시간제,무관,,,,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",20260227,20260227,한국장애인고용공단 충남지사,무관,무관,244,244,"10,320",시급,2026-02-27~2026-04-30,,,,,
목포시장애인종합복지관,1588-1519,전라남도 목포시 하당로205번길 12 목포시장애인종합복지관,상용직,무관,한손작업 가능,일상적 활동 가능,듣고 말하기에 어려움 없음,가족·학교·아동·청소년·노인·중독 등 상담 전문가,20260227,20260227,한국장애인고용공단 전남지사,무관,무관,245,245,"815,280",월급,2026-02-27~2026-04-30,작은 물품 조립가능,5Kg 이내의 물건을 다룰 수 있음,일부 서서하는 작업 가능,,
(주)쓰리에이치,1588-1519,전북특별자치도 전주시 덕진구 도당산2길 7 1층  (주)쓰리에이치 (우아동3가),계약직,무관,,,,거리 및 공공장소 청소원(환경 미화원),20260226,20260226,한국장애인고용공단 전북지사,무관,무관,246,246,"10,320",시급,2026-02-26~2026-05-25,,,,,
주식회사 우리델리카,1588-1519,충청북도 진천군 덕산읍 신척산단4로 6 (덕산읍),상용직,무관,양손작업 가능,일상적 활동 가능,간단한 듣고 말하기 가능,식품 분야 단순 종사원,20260226,20260226,한국장애인고용공단 충북지사,0년개월,무관,247,247,"2,156,880",월급,2026-02-26~2026-04-30,작은 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
대구송정초등학교,1588-1519,대구광역시 동구 안심로90길 9 (괴전동),상용직,무관,양손작업 가능,아주 작은 글씨를 읽을 수 있음,듣고 말하기에 어려움 없음,거리 및 공공장소 청소원(환경 미화원),20260226,20260226,한국장애인고용공단 대구지역본부,0년개월,무관,248,248,"1,232,250",월급,2026-02-26~2026-05-25,정밀한 작업가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
쿠팡로지스틱스서비스유한회사,1588-1519,서울특별시 강남구 광평로 280 (수서동),계약직,무관,,,,사업기획사무원,20260225,20260225,한국장애인고용공단 충남지사,0년개월,무관,249,249,"2,250,000",월급,2026-02-25~2026-05-24,,,,,
(합) 대한상사 해피크린,1588-1519,충청남도 서산시 남부순환로 576 해피크린 (양대동),상용직,신입,,,,세탁원 및 다림질원,20260224,20260224,한국장애인고용공단 충남지사,무관,무관,250,250,"10,320",시급,2026-02-24~2026-05-23,,,,,
(주)베스트로지스,1588-1519,충청남도 천안시 서북구 번영로 465 (성성동) 삼성전자 사업장 내,상용직,무관,양손작업 가능,비교적 큰 인쇄물을 읽을 수 있음,듣고 말하기에 어려움 없음,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",20260224,20260224,한국장애인고용공단 충남지사,0년개월,무관,251,251,"10,320",시급,2026-02-24~2026-05-23,작은 물품 조립가능,20Kg 이상의 물건을 다룰 수 있음,오랫동안 가능,,
주식회사 프라피아,1588-1519,충청남도 아산시 둔포면 이화동길 59 이화동길 59,상용직,무관,,,,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",20260224,20260224,한국장애인고용공단 충남지사,0년개월,무관,252,252,"10,320",시급,2026-02-24~2026-05-23,,,,,
(주) 맨파워코리아,1588-1519,"서울특별시 강남구 테헤란로 409 동신빌딩 11층 (삼성동, ,29,30 동신빌딩11층)",계약직,무관,양손작업 가능,일상적 활동 가능,듣고 말하기에 어려움 없음,기타 비금속제품 관련 생산기 조작원,20260223,20260223,한국장애인고용공단 전북지사,무관,무관,253,253,"1,180,000",월급,2026-02-23~2026-05-22,작은 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
천안재활병원,1588-1519,충청남도 천안시 서북구 쌍용대로 225 SRRC 천안재활병원 (성정동),상용직,무관,양손작업 가능,일상적 활동 가능,듣고 말하기에 어려움 없음,사무 보조원(일반사업체),20260220,20260220,한국장애인고용공단 충남지사,0년개월,무관,254,254,"10,320",시급,2026-02-20~2026-04-30,큰 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,일부 서서하는 작업 가능,,
디저트39,1588-1519,전북특별자치도 군산시 구영5길 123 디저트39 군산영화점 (영화동),계약직,무관,,,,음료 조리원(바리스타 포함),20260220,20260220,한국장애인고용공단 전북지사,무관,무관,255,255,"10,320",시급,2026-02-20~2026-04-12,,,,,
두레주식회사,1588-1519,충청남도 아산시 문화로 381 9층 (모종동),상용직,무관,한손보조작업 가능,일상적 활동 가능,간단한 듣고 말하기 가능,세탁원 및 다림질원,20260219,20260219,한국장애인고용공단 충남지사,0년개월,무관,256,256,"10,320",시급,2026-02-19~2026-05-18,큰 물품 조립가능,5Kg 이내의 물건을 다룰 수 있음,오랫동안 가능,,
(주)쓰리에이치,1588-1519,전북특별자치도 전주시 덕진구 도당산2길 7 1층  (주)쓰리에이치 (우아동3가),상용직,무관,,,,주차 관리원 및 안내원,20260219,20260219,한국장애인고용공단 전북지사,무관,무관,257,257,"1,340,000",월급,2026-02-19~2026-05-15,,,,,
의료법인 롯데의료재단,1588-1519,경기도 성남시 분당구 대왕판교로 155-7 (금곡동),계약직,무관,양손작업 가능,아주 작은 글씨를 읽을 수 있음,듣고 말하기에 어려움 없음,총무 및 일반 사무원,20260213,20260213,한국장애인고용공단 경기동부지사,무관,무관,258,258,"29,703,000",연봉,2026-02-13~2026-05-12,정밀한 작업가능,5Kg 이내의 물건을 다룰 수 있음,일부 서서하는 작업 가능,,
주식회사아이에스지산업,1588-1519,인천광역시 부평구 신트리로6번길 3 (부평동)5층,계약직,무관,,,,환경·청소 관리자,20260212,20260212,한국장애인고용공단 인천지사,0년0개월,무관,259,259,"10,320",시급,2026-02-12~2026-04-30,,,,,
(사)중증장애인복지협회 도둠프린팅,1588-1519,광주광역시 동구 의재로109번길 32-4 .,시간제,경력,양손작업 가능,비교적 큰 인쇄물을 읽을 수 있음,듣고 말하기에 어려움 없음,텔레마케터(콜센터),20260212,20260311,한국장애인고용공단 광주지역본부,0년0개월,무관,260,260,"10,320",시급,2026-02-12~2026-04-30,정밀한 작업가능,20Kg 이상의 물건을 다룰 수 있음,오랫동안 가능,,
（주）쓰리에스포유,1588-1519,서울특별시 동작구 여의대방로 112  (신대방동),상용직,무관,양손작업 가능,일상적 활동 가능,듣고 말하는 작업 어려움,매장 정리원(매장 보조원),20260211,20260211,한국장애인고용공단 충남지사,무관,무관,261,261,"10,320",시급,2026-02-11~2026-05-10,큰 물품 조립가능,5Kg 이내의 물건을 다룰 수 있음,오랫동안 가능,,
주식회사 드림앤첼린지,1588-1519,"충청남도 천안시 서북구 월봉로 48 나사렛대학교 제2창학관 3층 (쌍용동, 나사렛대학교 제2창학관 3층)",상용직,무관,양손작업 가능,일상적 활동 가능,간단한 듣고 말하기 가능,환경·청소 관리자,20260210,20260210,한국장애인고용공단 충남지사,무관,무관,262,262,"10,320",시급,2026-02-10~2026-04-30,큰 물품 조립가능,5Kg 이내의 물건을 다룰 수 있음,오랫동안 가능,,
주식회사 티아이오토모티브,1588-1519,충청남도 천안시 서북구 3공단3로 51  (백석동),상용직,무관,양손작업 가능,일상적 활동 가능,간단한 듣고 말하기 가능,자동차 부품 조립원(검사원 포함),20260210,20260210,한국장애인고용공단 충남지사,무관,무관,263,263,"3,000,000",월급,2026-02-10~2026-05-08,작은 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,일부 서서하는 작업 가능,,
대원버스,1588-1519,경기도 성남시 분당구 탄천상로 171 170-1 (구미동),계약직,경력,양손작업 가능,,,"노선버스 운전원(시내, 마을, 시외, 고속)",20260209,20260209,한국장애인고용공단 경기동부지사,0년6개월,무관,264,264,"4,000,000",월급,2026-02-09~2026-05-08,,,,,
(주)코렌스,1588-1519,경상남도 양산시 어곡공단로 116 코렌스 (어곡동),계약직,무관,양손작업 가능,비교적 큰 인쇄물을 읽을 수 있음,듣고 말하는 작업 어려움,자동차 부품 조립원(검사원 포함),20260209,20260209,한국장애인고용공단 울산지사,무관,무관,265,265,"10,320",시급,2026-02-09~2026-04-30,정밀한 작업가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
사단법인전라남도장애인단체총연합회,1588-1519,전라남도 목포시 신흥로83번길 5 4층 전남장애인단체총연합회,계약직,경력,,,,택시 운전원,20260205,20260205,한국장애인고용공단 전남지사,3년0개월,무관,266,266,"2,463,090",월급,2026-02-05~2026-04-30,,,,,
유한피앤씨주식회사,1588-1519,경기도 용인시 수지구 광교중앙로296번길 6 (상현동),상용직,무관,,,,물류 사무원(물류 관리사),20260205,20260205,한국장애인고용공단 경기동부지사,0년0개월,무관,267,267,"2,600,000",월급,2026-02-05~2026-05-01,,,,,
당진종합병원,1588-1519,충청남도 당진시 반촌로 5-15  (시곡동),계약직,무관,양손작업 가능,비교적 큰 인쇄물을 읽을 수 있음,간단한 듣고 말하기 가능,환경·청소 관리자,20260202,20260202,한국장애인고용공단 충남지사,0년개월,무관,268,268,"1,078,440",월급,2026-02-02~2026-04-30,큰 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
쿠팡풀필먼트서비스 유한회사(Coupang Fulfillment Services Ltd,1588-1519,서울특별시 송파구 법원로11길 12 8층 (문정동),상용직,무관,,,듣고 말하기에 어려움 없음,물류센터 택배원,20260202,20260225,한국장애인고용공단 충남지사,무관,무관,269,269,"10,320",시급,2026-02-02~2026-05-01,,,,,
(주) 현대그린푸드,1588-1519,"경기도 용인시 수지구 문인로 30  (동천동, 현대그린푸드)",계약직,무관,,,,주방정리원,20260130,20260130,한국장애인고용공단 경기동부지사,무관,무관,270,270,"1,200,000",월급,2026-01-30~2026-04-29,,5~20Kg의 물건을 다룰 수 있음,,,
주식회사하누리,1588-1519,경기도 평택시 진위면 진위2산단로 140  (더퍼스트타워 평택),상용직,무관,한손작업 가능,일상적 활동 가능,간단한 듣고 말하기 가능,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",20260130,20260130,한국장애인고용공단 경남동부지사,무관,무관,271,271,"2,266,780",월급,2026-01-30~2026-04-29,큰 물품 조립가능,5Kg 이내의 물건을 다룰 수 있음,일부 서서하는 작업 가능,,
(주)코아아이티,1588-1519,충청북도 청주시 청원구 오창읍 각리1길 97 충북유플랫폼운영센터 3층 (주)코아아이티,상용직,경력,양손작업 가능,일상적 활동 가능,듣고 말하기에 어려움 없음,IT 기술지원 전문가,20260129,20260129,한국장애인고용공단 충북지사,2년0개월,무관,272,272,"28,000,000",연봉,2026-01-29~2026-04-28,작은 물품 조립가능,5Kg 이내의 물건을 다룰 수 있음,일부 서서하는 작업 가능,전산학·컴퓨터공학,
(주)현보,1588-1519,충청남도 천안시 동남구 수신면 수신로 149 (백자리),상용직,무관,양손작업 가능,일상적 활동 가능,듣고 말하기에 어려움 없음,자동차 부품 조립원(검사원 포함),20260129,20260129,한국장애인고용공단 충남지사,무관,무관,273,273,"10,320",시급,2026-01-29~2026-04-28,작은 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
한국로지스풀(주),1588-1519,"서울특별시 마포구 마포대로 63-8 6층 (도화동, 삼창프라자 6층)",상용직,무관,,일상적 활동 가능,듣고 말하기에 어려움 없음,사무 보조원(일반사업체),20260129,20260129,한국장애인고용공단 부산지역본부,무관,무관,274,274,"10,320",시급,2026-01-29~2026-04-28,,5Kg 이내의 물건을 다룰 수 있음,서거나 걷는 일 어려움,,
북항인력관리주식회사,1588-1519,부산광역시 남구 북항로 141 3층  (감만동),계약직,무관,,,,중·대형 화물차 운전원(트레일러 포함),20260129,20260202,한국장애인고용공단 부산지역본부,0년0개월,무관,275,275,"120,700",일급,2026-01-29~2026-04-28,,,,,
(주)퍼포먼스바이티비더블유에이,1588-1519,서울특별시 용산구 한강대로 148 (한강로2가) 5층,계약직,경력,,,,웹 디자이너,20260126,20260127,한국장애인고용공단 서울지역본부,1년0개월,초대졸,276,276,"30,000,000",연봉,2026-01-26~2026-04-24,,,,,
(주)퍼포먼스바이티비더블유에이,1588-1519,서울특별시 용산구 한강대로 148 (한강로2가) 5층,계약직,경력,,,,마케팅·광고·홍보·상품기획 사무원,20260126,20260127,한국장애인고용공단 서울지역본부,1년0개월,초대졸,277,277,"30,000,000",연봉,2026-01-26~2026-04-24,,,,,
(주)퍼포먼스바이티비더블유에이,1588-1519,서울특별시 용산구 한강대로 148 (한강로2가) 5층,계약직,경력,,,,시스템 소프트웨어 개발자(프로그래머),20260126,20260127,한국장애인고용공단 서울지역본부,1년0개월,대졸,278,278,"34,000,000",연봉,2026-01-26~2026-04-24,,,,,
（주）대교산업,1588-1519,서울특별시 영등포구 여의나루로 71 서울특별시 영등포구 여의나루로 71  (여의도동),상용직,무관,,,,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",20260126,20260126,한국장애인고용공단 충남지사,무관,무관,279,279,"2,340,000",월급,2026-01-26~2026-04-25,,,,,
주식회사 위드센,1588-1519,서울특별시 서초구 반포대로 13 (서초동) 지하 1층,계약직,무관,양손작업 가능,아주 작은 글씨를 읽을 수 있음,듣고 말하기에 어려움 없음,바리스타,20260107,20260107,한국장애인고용공단 경기서부지사,0년개월,무관,280,280,"1,330,000",월급,2026-01-07~2026-04-30,정밀한 작업가능,5~20Kg의 물건을 다룰 수 있음,오랫동안 가능,,
주식회사 게임체인저스,1588-1519,서울특별시 용산구 한강대로38길 35  (용산동5가),상용직,신입,,,,주방 보조원,20251215,20251215,한국장애인고용공단 서울지역본부,무관,무관,281,281,"2,500,000",월급,2025-12-15~2026-02-14,,,,,
（사）한국신체장애인복지회,1588-1519,"서울특별시 금천구 서부샛길 648  (가산동, 대륭테크노타운6차)",계약직,경력,,,,사회복지사,20251121,20251121,한국장애인고용공단 서울남부지사,2년0개월,초대졸,282,282,"2,300,000",월급,2025-11-21~2026-01-18,,,,가족·사회·복지학,사회복지사/자동차운전면허1종보통/
(재)한국저작권보호원,1588-1519,서울특별시 마포구 월드컵북로 400 9층 한국저작권보호원 (상암동),계약직,무관,,비교적 큰 인쇄물을 읽을 수 있음,,온오프라인 불법 및 오류 모니터 요원,20251106,20251106,한국장애인고용공단 서울지역본부,무관,무관,283,283,"10,030",시급,2025-11-06~2026-04-30,,,,,
계룡건설산업（주）,1588-1519,대전광역시 서구 문정로48번길 48 계룡사옥 (탄방동),계약직,경력,양손작업 가능,아주 작은 글씨를 읽을 수 있음,듣고 말하기에 어려움 없음,사무 보조원(일반사업체),20251023,20251023,한국장애인고용공단 대전지역본부,3년0개월,무관,284,284,"2,500,000",월급,2025-10-23~2025-11-23,작은 물품 조립가능,5~20Kg의 물건을 다룰 수 있음,일부 서서하는 작업 가능,,
（주）태평양감정평가법인,1588-1519,"서울특별시 중구 다산로 32  (신당동, 남산타운5번상가 4층)",계약직,무관,양손작업 가능,일상적 활동 가능,듣고 말하기에 어려움 없음,사무 보조원(일반사업체),20250911,20250911,한국장애인고용공단 서울지역본부,무관,무관,285,285,"2,200,000",월급,2025-09-11~2025-09-23,작은 물품 조립가능,5Kg 이내의 물건을 다룰 수 있음,일부 서서하는 작업 가능,,
（주）태평양감정평가법인,1588-1519,"서울특별시 중구 다산로 32  (신당동, 남산타운5번상가 4층)",상용직,무관,양손작업 가능,일상적 활동 가능,간단한 듣고 말하기 가능,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",20250904,20250904,한국장애인고용공단 서울지역본부,무관,무관,286,286,"1,200,000",월급,2025-09-04~2025-09-23,큰 물품 조립가능,5Kg 이내의 물건을 다룰 수 있음,오랫동안 가능,,
