tfcwkerMvmnCnterNm,rdnmadr,lnmadr,latitude,longitude,carHoldCo,carHoldKnd,slopeVhcleCo,liftVhcleCo,rceptPhoneNumber,rceptItnadr,appSvcNm,weekdayRceptOpenHhmm,weekdayRceptColseHhmm,wkendRceptOpenHhmm,wkendRceptCloseHhmm,weekdayOperOpenHhmm,weekdayOperColseHhmm,wkendOperOpenHhmm,wkendOperCloseHhmm,beffatResvePd,useLmtt,insideOpratArea,outsideOpratArea,useTrget,useCharge,institutionNm,phoneNumber,referenceDate,insttCode,insttNm
대구시달서구장애인이동지원센터,대구광역시 달서구 월성로 77,대구광역시 달서구 월성동 86,35.83004237,128.528337,1,스타렉스,1,0,053-634-7230,해당없음,,09:00,18:00,09:00,00:00,09:00,18:00,09:00,00:00,6일,주말 이용불가,대구광역시 전지역,,대구시 달서구내 등록장애인,무료,대구광역시 달서구청,053-667-2564,2025-09-01,3470000,대구광역시 달서구
경주시교통약자이동지원센터,경상북도 경주시 화랑로 10(성건동),경상북도 경주시 성건동 411-16,35.84440914,129.201709,26,카니발 26대,26,0,054-777-2811,해당없음,,09:00,18:00,09:00,18:00,00:00,00:00,09:00,18:00,7일~1일 전,이용자 본인이 아니거나 증빙자료가 사실과 다를 경우+보호 장구를 설치함에도 불구하고 이동 시 안전상 문제가 발생할 소지가 높은 경우 등,경주시 전역,"경상북도, 대구광역시, 울산광역시",「장애인복지법 시행규칙」 제2조제1항에 따른 장애의 정도가 심한 장애인으로 대중교통의 이용이 어려운 사람+65세 이상 고령자로 버스 등의 이용이 어려운 사람+사고/질병 등 일시적 장애로 휠체어를 이용하는 사람으로서 대중교통의 이용이 어려운 사람+규정에 해당하는 교통약자를 동반한 가족 및 보호자+그 밖에 특별교통수단 이용이 필요하다고 인정되는 사람,기본(4km) 1200+ 초과 1km 당 180원,경상북도 경주시 + 경상북도 경주시 장애인단체협의회,054-777-2811,2025-08-20,5050000,경상북도 경주시
전라남도지체장애인협회 보성군지회,전라남도 보성군 보성읍 현충로 186,,34.77417491,127.0865911,8,"카니발(7),스타리아(1)",8,0,1899-1110,해당없음,,08:00,18:00,08:00,17:00,08:00,18:00,08:00,17:00,1일전,,보성군 전역,광주광역시+인접시군,장애인1~2급+장애인1~2급보호자+65세이상노약자(대중교통이용이 어려운자),기본요금(2km까지) 500원+추가요금(1km당)100원+상한 1000원,전라남도 보성군,061-850-5514,2025-08-19,4890000,전라남도 보성군
완주군 교통약자이동지원센터,전북특별자치도 완주군 봉동읍 봉동동서로 89 1층,,35.9370328,127.1622523,14,카니발+스타렉스,14,0,063-227-0002,https://0632270002.com/,,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,없음,,,,보행상 장애인+65세이상 장기요양등급 1~3(휠체어 이용시)+임산부+일시적 휠체어 이용자,"권역 내 상한액 2,000원+기본요금(2km) 700원+주행요금 km당 100원+권역 외 기본요금(2km) 700원+주행요금 km당 100원+통행료 및 주차료 등 이용자 부담+대기료 권역외 30분당 2,500원(1시간 무료)+전라북도 외 30분당 2,500원(2시간 무료)",전북지체장애인협회 완주군지회,063-227-0002,2025-08-17,4721000,전북특별자치도 완주군
장흥군교통약자이동지원센터,전라남도 장흥군 안양면 우드랜드길 288,전라남도 장흥군 안양면 기산리 산 89,34.66765921,126.9446115,8,카니발,8,0,1899-1110,http://www.doumcall.kr,전라남도광역이동지원센터,09:00,18:00,09:00,18:00,08:00,18:00,08:00,17:00,1일,평일 08:00∼18:00(9시간)+토요일 08:00∼17:00(8시간)+예약콜 오전1/오후1+토요일 관외 강진/보성만 이용가능(그 외 지역 이용불가),장흥군 소재지,전라남도+광주광역시,"장애의 정도가 심한 장애인+임산부로서 대중교통수단의 이용이 어려운 사람+일시적 휠체어 이용자 중 대중교통수단 이용이 어려운 사람+장기요양등급 1 ~2등급 판정자+65세 이상으로 대중교통수단의 이용이 어려운 사람+첨부서류 : 진단서(신경과. 신경외과. 재활의학과. 정형외과)+교통약자의 법적 정의 : 장애인, 고령자, 임산부, 영유아를 동반한 사람, 어린이 등 일상생활에서 이동에 불편을 느끼는 사람","운행구역 : 장흥군 및 전남도내(광주광역시포함)+기본요금 : 2km까지 500원+이후(추가)요금 : 1km까지 100원+통행료 및 주차료 : 장흥군부담+요금적용 : 관내, 관외동일+관내요금 : 거리와 관계없이 최고요금 1000원+관외요금 : 시외버스 요금",전라남도 장흥군,061-860-6201,2025-05-28,4910000,전라남도 장흥군
무안군교통약지이동지원센터,전라남도 무안군 무안읍 면성1길 27,전라남도 무안군 무안읍 성내리 174-10,34.99186126,126.478132,12,카니발장애인차,12,0,1899-1110,http://www.doumcall.kr/,,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,24시간 전,예약 후 당일 취소 및 연락불가시 이용제한,관내 전지역,전라남도,65세이상 대중교통이용 불가능자중복3급이상 중증장애인임산부일시적 휠체어 이용자,2km 500원+1km당 100원,사단법인 무안군장애인협회,061-454-8818,2025-04-21,4950000,전라남도 무안군
사)한국지체장애인협회 함평군지회,전라남도 함평군 함평읍 남일길 238-61,전라남도 함평군 함평읍 대덕리 21-5,35.07582913,126.512894,5,창림저상슬로프장애인차(카니발+카니발+카니발+카니발),4,0,1899-1110,해당없음,,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,1일,최초이용시 증빙서류 첨부해 사용자 등록,함평군 일원,전남 도내+광주광역시,장애정도가 심한(보행상) 장애인+65세 이상의 어르신+일시적 휠체어 이용자(버스 이용이 어려운 사람),기본요금(2㎞까지) : 500원+1000원(심야)/추가요금(1㎞당) : 100원+200원(심야),전라남도 함평군청,061-320-1753,2025-05-14,4960000,전라남도 함평군
파주시 교통약자이동지원센터,경기도 파주시 시민회관길 33,경기도 파주시 금촌동 927,37.7592016315,126.7807224813,41,카니발+쏠라티,40,1,080-699-6199,https://ggsts.gg.go.kr,경기도 광역이동지원시스템,00:00,00:00,00:00,00:00,00:00,23:59,00:00,23:59,없음,일일 최대 4회+고객이 출발지(호출장소)에 없거나 연락이 안되는 경우+차량이 배차된 후에 이용을 취소한 경우+상담원 및 운전원의 정당한 요구 및 안내에 불응하는 경우+보호자가 필요한 이용자임에도 보호자 없이 탑승하려는 경우+센터 등록 고객이 배차 접수 후 타인이 대리 탑승하려는 해위 등 부정 탑승행위 적발 시 등,파주시전지역,경기도+서울특별시+인천광역시,중증보행장애인+휠체어이용자(진단서첨부)+교통약자를 동반하는 가족 및 보호자+임산부+대중교통이용이 어려운자(진단서첨부),(특별교통수단)기본요금 1500원+추가요금 10km 초과시 5km당 100원+(바우처택시 관내)기본요금 1200원 정액제+(바우처택시 관외)기본요금 1200원+추가요금 5km당 100원,경기도 파주시청,031-940-5461,2025-06-13,4060000,경기도 파주시
장수군 이동지원센터,전북특별자치도 장수군 장수읍 신천로 79,전북특별자치도 장수군 장수읍 노하리 376,35.65392867,127.517936,4,카니발,4,0,063-227-0002,http://www.0632270002.com/,전북특별자치도 광역이동지원센터 승객용앱,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,7일,당일 즉시 이용고객 또는 예약자로서 차량 도착 후 이용 취소한 자_① 당일 이용제한(당일 즉시 이용고객 또는 예약자로서 차량 도착 후 이용 취소한 자)+② 10일 이용제한(차량 도착 후 10분 이내에 승차하지 않은 경우가 3회 이상인 자)+③ 1개월 이용제한(예약시간으로부터 1시간 이내 예약 취소가 3회 이상인 자+이용신청 없이 운전원과 직접 연락하여 차량을 이용한 자+무임승차가 2회 이상인 자+이용객과 동반할 목적이 아닌 일반인의 동승 및 중,전 지역,전국,보건복지부 고시 제2019-117호+장애정도판정기준표를 기준으로 정함+보행상 장애가 있는 장애정도가 심한(기존 1~3급)장애인+임산부 및 사고나 질병으로 인한 일시적 장애로 휠체어를 사용하는 사람(일시적 장애) 진단서(소견서)첨부,관내[기본요금 2km까지 700원+주행요금(2km 초과 시) 기본요금 700원 외 1km당 100원 추가+최대 2000원]+관외[기본요금 700원+주행요금(2km 초과 시) 기본요금 700원 외 1km당 100원 추가+최대 시외버스 요금의 2배 부과]_차량 도착 후 취소한 경우_과태료 부과(4000원)+차량 도착 후 아무런 연락 없이 10분 이상 이용하지 않은 경우:과태료 부과(4000원)+사전 예약 후 예약시간으로부터 1시간 이내에 예약을 취소한 경우_과태료부과(4000원)+이용신청 없이 운전원과 직접 연락하여 차량을 이용한 경우_이용제한 1주일+무임승차를 한 경우_이용제한 1주일+상담원+ 운전원에 대하여 욕설+ 폭언_폭행_성적 희롱을 한 경우_이용제한 1주일+방뇨_오물투기 등 의도적으로 차량의 운행을 방해하는 경우_이용제한 1주일+광역이동지원센터에 방문하여 무단으로 소란을 일으키거나 업무를 방해하는 경우_이용제한 1주일+이용객과 동반할 목적이 아닌 비장애인을 동승시키는 경우_이용제한 1주일+이용객과 동반할 목적이 아닌 비장애인을 동승시키는 경우(기간에 관계없이 2회 적발시)_이용제한 1년,전북특별자치도 장수군청 건설교통과,063-350-2566,2025-06-02,4751000,전북특별자치도 장수군
화천군 교통약지이동지원센터,강원특별자치도 화천군 화천읍 상승로 37-12,강원특별자치도 화천군 화천읍 하리 34-7,38.10489991,127.703617,5,카니발,5,0,1577-2014,gwd.go.kr,강원 교통약자 광역이동지원센터,09:00,18:00,00:00,00:00,00:00,23:59,00:00,23:59,이용7일전,,화천군전역,강원특별자치도내,보행상 중증장애인+65세이상 노약자+임산부 등,기본요금 1100원 외 4km초과당 100원 추가+유료도로 통행로는 이용자 부담,강원특별자치도 화천군,033-442-0508,2025-06-11,4311000,강원특별자치도 화천군
충주시특별교통수단이동지원센터(출근),충청북도 충주시 목행산단2로 18,충청북도 충주시 금릉동 206-37,37.00169614,127.9180329,29,스타렉스+카니발+대형버스,29,0,1533-0220,해당없음,충북광역교통약자,07:30,08:30,00:00,00:00,00:00,23:59,00:00,23:59,관내 1일+관외 3일,해당없음,충북 전역,원주+서울+여주+문경,"심한장애인 중 보행상 장애가 있는자+65세이상 휠체어 이용자(장기요양1,2등급자 및 휠체어 복지용구 제공받은자)+국가유공 상이1-2급",기본 5㎞ 1000원(추가 1㎞당 200원),충청북도 충주시 노인장애인과,043-850-6822,2025-05-31,4390000,충청북도 충주시
광주광역시교통약자이동지원센터,"광주광역시 북구 모룡대길 68, 광주광역시교통문화회관 2층",광주광역시 북구 일곡동 490,35.21828687,126.8926489,129,올뉴카니발+더뉴카니발+4세대카니발+스타리아+쏠라티,128,1,1668-2222,http://gjtsc.com/,새빛콜,06:00,23:00,06:00,23:00,00:00,23:59,00:00,23:59,없음,이용고객이 차량을 예약하고 비장애인만 승차시키는 경우+일시적인 휠체어 이용인은 이용불가+광주광역시 이외에 주민등록을 둔 자 시외 출발 불가+시외출발 시외도착 운행불가 등,광주광역시 전 지역,전라남도,"1~3급장애인(3급은 지적, 자폐성, 휠체어 이용 장애인만)+중증보행장애인+중증장애인(지적, 자폐성, 휠체어 이용 장애인만)+65세이상휠체어이용자",기본요금 2km 이내 660원+거리요금 150m 당 30원 추가+시간요금 36초당 30원 추가+유료도료 통행료 이용자부담,광주광역시청,062-613-4535,2025-06-06,6290000,광주광역시
양평군교통약자이동지원센터,경기도 양평군 양평읍 마유산로 9,경기도 양평군 양평읍 양근리 540-1,37.49776189,127.4871469,27,장애인카니발,24,0,1899-8268,http://ypcall.or.kr,인터넷예약시스템,09:00,18:00,09:00,18:00,08:00,21:00,08:00,21:00,이용2일전,관내 1일 4건까지 이용 가능+관외 1달 2건(왕복)까지 이용 가능,양평군 전지역,경기도 전역+인천광역시+서울특별시+강원도(홍천군+횡성군+원주시),장애정도가 심한장애인+일시장애+고령자+임산부 등,기본요금 1500원(10km 이내)+추가요금 100원(5km 추가 시),경기도 양평군청 교통과,031-770-3762,2023-05-24,4170000,경기도 양평군
광주희망콜,경기도 광주시 청석로 73,경기도 광주시 양벌동 38-1,37.39518533,127.2582841,51,카니발+니로,51,0,1666-6636,http://www.gjhpcall.or.kr,광주시 교통약자,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,1일전(병원진료시 편도 이용 가능),이용자 준수사항 6회 이상 위반시 7일 이용정지,광주시 전지역,광역(서울시+인천시+경기도),중증보행장애인 + 휠체어 이용자 + 65세이상 노인.임산부 등 대중교통이 어려운 사람,"10km이내 1500원 + 추가 5km당 100원 + 기타(통행료,주차비 등)",경기도 광주시청,031-760-2076,2026-01-28,5540000,경기도 광주시
여주시 교통약자이동지원센터,"경기도 여주시 여흥로160번길 20, 여흥동공영주차장 1층",경기도 여주시 상동 357,37.29460883,127.6403935,24,카니발+스타렉스+스타리아+아이오닉,19,5,1522-2796,해당없음,없음,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,당일신청,차량도착 후 10분 이내 승차 불이행+주말 및 공휴일 예약 24시간 전 취소 불이행+폭언+신체적 접촉+과도한 음주,여주시 전지역,서울특별시+경기도+인천광역시+음성군+충주시+원주시,장애인+임산부 및 영유아 동반+일시적으로 휠체어를 이용하는 사람 중 대중교통 이용이 어려운 사람+교통약자를 동반하는 가족 및 보호자+그밖에 특별교통수단이 필요하다고 인정하는 사람,관내 1500원(정액제)+관외(10km 이내 기본 1500원 초과 요금 5Km당 100원)+고속도로 통행료(기초생활수급자 통행료 지원)ㆍ주차료 이용자 부담+기초생활수급자 50퍼센트 할인+시계외 및 심야시간(0시~4시) 20퍼센트 할증,경기도 여주시청,031-887-2720,2026-01-12,5700000,경기도 여주시
산청군 교통약자 콜택시,경상남도 산청군 산청읍 웅석봉로133번길 178,경상남도 산청군 산청읍 지리 132,35.413607,127.886574,10,카니발+스타렉스,10,0,1566-4488,해당없음,경남특별교통수단 고객용,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,없음,회원으로 등록되지 않은자는 이용이 어려움,산청군 전체,경상남도 및 부산광역시,"1. 교통약자의 이동편의 증진법 시행규칙 제6조제1항 각호의 사람+2. 산청군 교통약자의 이동편의 증진 조례로 정하는 사람+2-1. 모자보건법 제2조제1호에 따른 임산부+2-2. 일시적으로 휠체어를 이용하는 사람으로서 대중교통수단의 이용이 어려운 사람+2-3. 65세 이상의 자로서 장기요양등급 1~3등급 판정자. 단, 장기요양3등급의 판정자는 휠체어의 도움을 받아야 함을 증명할 수 있는 사람을 말한다.",관내지역(기본요금2500원+최대21800원),경상남도 산청군청,055-970-6833,2024-12-12,5450000,경상남도 산청군
김포시 교통약자 이동지원센터,경기도 김포시 김포한강1로 236,경기도 김포시 운양동 1306-7,37.65330173,126.6835109,40,그랜드카니발R,40,0,1666-0420,해당없음,경기도광역이동지원시스템,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,없음,대기시간 15분 초과 회차 발생+차량 도착 후 15분 이내에 미승차 월 3회 이상+상담원 상담 및 신청 방해+장난전화 3회 이상인 경우+이용예정시각 1시간 이내 취소한 경우가 월 3회 등,관내 전체,경기도+서울시+인천시,중증보행장애인 + 일시적 보행장애(휠체어이용자) 교통약자 + 동반하는 가족 또는 보호자(2인 이내),관내 1000원+ 관외 추가요금 5km당 100원,김포시도시관리공사,031-986-9484,2026-01-05,4090000,경기도 김포시
가평군교통약자이동지원센터,경기도 가평군 가평읍 문화로 153,경기도 가평군 가평읍 대곡리 318,37.826315,127.507862,19,카니발,19,0,031-8078-8122,없음,,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,없음,"특별교통수단 이용대상자(등록심사를 받은 등록된자)에 한해서 사용 가능, 1일 4회 제한",가평 전지역,경기도+서울+인천,"「장애인복지법 시행규칙」 제28조 제1항에 따른 보행상의 장애인으로서 버스, 지하철 등의 이용 어려운 사람+대중교통을 이용하기 어렵다는 보행장애가 명시된 의학적 진단서(종합병원 이상 발급)을 제출한 일시적 휠체어 이용자",기본요금: 1500원(10km 이내)+추가요금(10km 초과 5km당 100원 추가),경기도 가평군청,031-580-2291,2026-01-14,4160000,경기도 가평군
고성군교통약자이동지원센터,강원특별자치도 고성군 간성읍 간성로30번길 6-1,강원특별자치도 고성군 간성읍 신안리 155,38.37946907,128.4729678,6,카니발,6,0,1577-2014,해당없음,강원교통약자이동지원센터,09:00,18:00,09:00,18:00,09:00,22:00,09:00,18:00,"휠체어 이용자 7일, 휠체어 비이용자 6일",,고성군 전지역,"도내 전지역, 서울특별시, 경기도",보행상중증장애인+노약자+임산부+국가유공자,4km당 1100원 1km 초과시 100원(통행료 및 주차료 이용자부담),강원특별자치도 고성군청,033-680-3747,2025-12-23,4341000,강원특별자치도 고성군
괴산군 교통약자 이동지원센터(장애인연합회),충청북도 괴산군 괴산읍 읍내로3길 11,,36.80617067,127.79154320,6,스타렉스+카니발,6,0,043-832-7775,해당없음,충청북도광역이동지원센터,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,즉시 가능,,,,정도가 심한 장애인 중 거동이 불편한 자+65세 이상 노약자+임산부+교통약자를 동반하는 가족 및 보호자,버스요금의 2배 이내,충청북도 괴산군청,043-830-3564,2026-01-15,4460000,충청북도 괴산군
괴산군 교통약자 이동지원센터(모범운전자회),충청북도 괴산군 괴산읍 남산길 59,,36.80574942,127.80058460,6,스타렉스+카니발,6,0,043-834-0008,해당없음,충청북도광역이동지원센터,09:00,18:00,08:30,18:00,09:00,18:00,08:30,18:00,즉시 가능,,,,정도가 심한 장애인 중 거동이 불편한 자+65세 이상 노약자+임산부+교통약자를 동반하는 가족 및 보호자,버스요금의 2배 이내,충청북도 괴산군청,043-830-3564,2026-01-15,4460000,충청북도 괴산군
음성군 특별교통수단,충청북도 음성군 금왕읍 무극로 370,충청북도 음성군 금왕읍 금석리 98,36.99372848,127.6042415,15,카니발,15,0,1533-0220,해당없음,충청북도 광역이동지원센터,00:00,23:59,00:00,23:59,08:00,22:00,09:00,18:00,예약일로부터 1일 전까지,,음성군 전역,충청북도 전역+서울특별시+경기 여주/안성/이천시,중증보행상장애인 등 「음성군 교통약자를 위한 특별교통수단 운영 조례」 제9조 참조,5km미만 1000원+5km이상 10km미만 2000원+10km이상 1km당 250원 추가,충북지체장애인협회 음성군지회,043-883-2908,2025-12-26,4470000,충청북도 음성군
서천군 교통약자 이동지원센터,"충청남도 서천군 서천읍 충절로81번길 7, 청림주상복합빌딩 1층7호",충청남도 서천군 서천읍 군사리 649-2,36.07484589,126.6914382,9,카니발,9,0,041-951-0774,없음,없음,09:00,18:00,00:00,00:00,09:00,18:00,00:00,00:00,실시간,"비장애인, 65세미만",서천군 전역,"관외: 충청남도 및 인접시도(서울,인천,대전,세종,경기,충북,전북)",.「장애인복지법 시행규칙」제2조제1항에 따른 제1급 또는 제2급 장애인으로서 버스 등의 이용이 어려운 자· 65세 이상의 사람으로서 버스 등의 이용이 어려운 사람· 교통약자를 동반하는 가족 및 보호자· 임산부 등 대중교통 이용이 어려운 사람,관내: 출발시~2km미만 1300원/출발지~2km 초과시 1300원+1km당 130원(상한액2600원)/추가요금: 대기료 30분당 2000원/관외: 출발지~2km미만 1300원/출발지~2km 초과시 1300원+1km당 260원,(사)한국지체장애인충남협회서천군지회,041-951-0774,2025-12-19,4580000,충청남도 서천군
청양군교통약자이동지원센터,충청남도 청양군 청양읍 칠갑산로 87,충청남도 청양군 청양읍 송방리 293-1,36.44939025,126.786522,3,카니발+스타렉스,0,3,041-942-2111,해당없음,,00:00,23:59,00:00,23:59,09:00,16:00,09:00,16:00,2일전,없음,청양군 전지역,충청남도 전지역,1.장애인복지법시행규칙에 따라 등록된 1급 또는 2급 장애인으로서버스 등의 이용이 어려운 사람+2. 65세 이상의 사람으로서 버스 등의 이용이 어려운 사람+3. 일시적으로 휠체어를 이용하는 사람이나 임산부로서 대중교통수단의 이용이 어려운 사람+4. 제1호에서 제3호까지에 해당하는 교통약자를 동반하는  가족 및 보호자,관내(기본요금 2km까지 1000원+추가요금 1km당 130원 추가)+관외(1km당 260원+대기료 30분당 2000원),충청남도 청양군청,041-940-2423,2025-12-18,4590000,충청남도 청양군
교통약자 이동지원 센터 행복콜,"경상북도 문경시 남부4길 13(모전동, 장원하이드파크) 101호",경상북도 문경시 모전동 67,36.5871278,128.1940527,12,카니발(휠체어슬로프) 차량,12,0,054-556-7755,해당없음,,07:00,19:00,00:00,00:00,07:00,19:00,00:00,00:00,당일 2시간 전 즉시예약,"1) 당일 2시간 전 예약 건에 한함+2) 주말운행은 병원이용 목적인 사전 예약자에 한함+3) 예약 시, 1, 2급 장애인증명서(또는 복지카드) 또는 의사소견서를 첨부해야함.",문경시 전역,경북+ 대구(병원이용목적으로만),"1) 장애정도가 심한 장애인+2) 장애정도가 심하지 않은 장애인, 65세 이상 노약자, 임산부 중 대중교통 이용이 어려운자  및 일시적 장애로 인한 휠체어 이용자+3) 1과 2의 이용대상자 보호자 및 가족","1) 기본요금:1300원(5km내)+2) 추가요금: 200원/km(5km초과 시)*단, 관내는 5000원 이내, 관외는 시외버스 요금의 2배를 초과하지 못함.",경상북도 문경시,054-550-6859,2026-01-10,5120000,경상북도 문경시
청송군 교통약자 이동지원센터,경상북도 청송군 청송읍 의료원길 34,경상북도 청송군 청송읍 금곡리 1056-33,36.43074841,129.0545796,4,카니발+스타리아,4,0,1899-7770,http://www.brmcall.co.kr,,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,7일전,,,,보행장애인으로서 장애의정도가 심한 장애인으로서 대중교통 이용이 어려운 사람+일시적 휠체어 이용자+서비스 대상자와 동승하는 최소 필요 보호자+임산부+노약자,1000원/10km(기본)+200원/1km(추가),경상북도 청송군청,054-870-6254,2025-12-22,5160000,경상북도 청송군
김해교통약자콜택시,경상남도 김해시 김해대로2515,경상남도 김해시 삼정동 150-44,35.22809947,128.901736,50,스타렉스+카니발+스타리아,50,0,1566-4488,http://www.15664488.co.kr/,경남특별교통수단,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,1일전 21:00 ~ 24:00,,김해전역,경남지역+부산지역(편도운행),장애인등급1·2급 소지자+보행상 중증 장애인+65세이상 장기요양등급소지자+임산부로 대중교통이용이 어려운 자+일시적 휠체어 사용자로 대중교통이용이 어려운 자(의사소견서첨부)+교통약자를 동반하는 가족 및 보호자,김해시내구간 기본요금 1200원(2km)+김해시내구간 주행 100원(500m)+김해시내 최대요금 2400원+경남지역 시외버스 편도요금+부산지역 기본요금 2400원+부산지역 주행요금 200원(500m)+부산 최대요금10000원,경상남도 김해시청,055-330-2894,2026-01-29,5350000,경상남도 김해시
대광택시㈜,경상남도 밀양시 부북면 밀양대로 1651,,35.4739505,128.7540292,20,카니발+스타리아,20,0,1566-4488,해당없음,없음,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,없음,회원제 운영,밀양시 관내 일원,경상남도+ 부산+ 울산+ 대구,회원 가입자,"관내지역(밀양)1500원+관외지역(창녕군)5500원+(김해시)6600원+(창원시 성산구, 의창구)6700원+(창원시 마산회원구, 마산합포구)6700원+(창원시 진해구)6700원+(양산시)6900원+(대구광역시)7400원+(부산광역시)7900원+(울산광역시)9800원+(함안군)9100원+(진주시)12000원+(고성군)12200원+(의령군)12400원+(사천시)12100원+(통영시)14600원+(거제시)15100원+(합천군)16000원+(거창군)23100원+(함양군)19800원+(산청군)16800원+(하동군)16300원+(남해군)16700",㈜대광택시,055-356-3962,2025-12-19,5360000,경상남도 밀양시
화성시 교통약자이동지원센터(화성나래),경기도 화성시 만세구 향남읍 향남로 470,경기도 화성시 만세구 향남읍 도이리 668,37.1384632,126.9244859,63,슬로프형휠체어차량,63,0,1666-0420,https://ggsts.gg.go.kr/,경기도 광역이동지원시스템,08:00,22:00,00:00,00:00,00:00,23:59,00:00,23:59,이용일 전일 08:00부터 예약가능,"본인확인 요구 거부+본인 아닌 제3자가 차량을 이용할 수 있도록 허위 신청+차량도착 후 10분 이내 미 승차+이용신청 후 별도 통보없이 차량 미이용+이용 예정시간 1시간 이내에 이용신청 취소+월 3회 누적 위반 시 7일간 이용 제한(원활한 운영저해 등)+1개월 내 이용 제한(상담원, 운전원에게 욕설, 폭언 및 폭행, 성희롱 등)",화성시 전역,"서울+인천+경기(단, 출발지는 화성시 관내로 함)","1. 장애정도가 심한 보행상 장애인 2. 65세 이상 고령자, 임산부, 영유아 동반자, 어린이 등의 교통약자 중 대중교통 이용이 어렵다는 진단서를 제출한 사람 3. 일시적인 보행상 장애로 대중교통 이용이 어렵다는 진단서를 제출한 사람 4. 1~3까지 해당하는 교통약자를 동반하는 2명 이내의 보호자",기본 1700원(10km이내)+추가 100원/5km,화성도시공사,080-600-0677,2026-02-01,5530000,경기도 화성시
칠곡군 교통약자 이동지원센터,경상북도 칠곡군 왜관읍 석전로7길 58,경상북도 칠곡군 왜관읍 석전리 473,36.0066689,128.4082377,9,승합차,9,0,1899-7770,인터넷 예약 불가,해당없음,09:00,18:00,09:00,18:00,06:00,22:00,06:00,22:00,"(평일이용)이용일 7일전부터 1일전까지,(주말및공휴일이용)이용일 전주 금요일 14:00까지",,칠곡군,경상북도 및 대구광역시(병원 및 관공서 이용),"1. 「장애인복지법 시행규칙」제28조제1항에 따른 보행상의 장애인으로서 같은 규칙 별표 1에 따른 장애의 정도가 심한 장애인으로서 대중교통의 이용이 어려운 사람 2. 사고,질병등일시적장애로휠체어를이용하는사람으로서대중교통의이용이 어려운 사람3. 1호및2호에해당하는교통약자를동반한가족이나보호자4. 그밖에특별교통수단이필요하다고인정하는사람","기본료(2km까지): 1300원, 2km 초과부터 km당: 200원   ※ 관내는 최대 7000원(관외 한도요금 없음), 고속도로 통행료 및 주차료 이용자 부담",경상복도 칠곡군청,054-979-6564,2024-12-06,5220000,경상북도 칠곡군
영동군 지체장애인협회,충청북도 영동군 영동읍 반곡동길 8,,36.16913213,127.7758462,2,그랜드 스타렉스,0,2,043-744-2220,없음,해당없음,09:00,18:00,00:00,00:00,09:00,18:00,00:00,00:00,없음,해당없음,관내 전체지역,대전+김천+청주+무주,등록된장애인(보행장애),기본요금(5km까지) 1000원+기본거리 초과 시 추가요금 1km당 100원,영동군 지체장애인협회,043-744-2220,2025-01-09,4440000,충청북도 영동군
